AM_STRT_NAME,AM_DRNR,COL_DES,COLO_ZIPCODE,CIUDAD,ESTADO,COD_PAIS,DELMUN,state,county,city,district,street,houseNumber,postalCode,reference,lat,lng,score,prev_score,PP_calle,PP_numero,PP_cp,PP_latitud,PP_longitud,PP_ciudad,PP_colonia,PP_neighborhood,PP_state,PP_estado,PP_country_code,PP_cp_num,PP_diferencia,PP_alcaldia,PP_method
BOULEVARD XONACATAPEC,10602,GUADALUPE,72595.0,PUEBLA,PUEBLA,MEXICO,PUEBLA,Puebla,Puebla,Puebla,Guadalupe,Boulevard Xonacatepec,10602,72595.0,,19.07599,-98.11248,0.9,1.0,Boulevard Lomas del Valle,374.0,72595,18.98060854,-98.19142342,Heroica Puebla de Zaragoza,Fraccionamento Lomas del Valle,None,Pue.,Puebla,MX,72595.0,10228.0,,FUZZ
PROLONGACIO AV HIDALGO 5300 COL. FRACC LOMAS DEL CHAIREL 89360 TAMPICO,-,LOMAS DEL CHAIREL,89360.0,TAMPICO,TAMAULIPAS,MEXICO,TAMPICO,Tamaulipas,Tampico,Tampico,Lomas del Chairel,Prolongación Avenida Hidalgo,5300,89360.0,Fracc Lomas del Chairel,22.27513,-97.8752469,1.0,1.0,Avenida Miguel Hidalgo,5820.0,89360,22.2722582,-97.8757102,Tampico,Lomas del Chairel,None,Tamps.,Tamaulipas,MX,89360.0,520.0,,FUZZ
COND.11,CASA 5,LAS GARZAS,39906.0,LAS GARZAS,GUERRERO,MEXICO,ACAPULCO DE JUAREZ,Guerrero,Acapulco de Juárez,Acapulco de Juárez,Las Garzas,Las Garzas,Condominio 11 Casa 5,39906.0,,16.82173,-99.79734,0.93,0.8,Las Garzas,16.0,39906,16.8171397,-99.8018898,Acapulco de Juárez,None,None,Gro.,Guerrero,MX,39906.0,5.0,,EXACT
"ULISES MACIAS #319, CDA DE ULISES MACIAS Y J.J. MANRIQUEZ,CASA VERDE REJA NEGRA",#319,ALAMEDAS DE ESPAÑA,37204.0,LEON,GUANAJUATO,MEXICO,LEON DE LOS ALDAMA,Guanajuato,León,León de los Aldama,Alamedas de España,Ulises Macías,319,37204.0,"Casa verde reja negra, Privada de Ulises Macías y J.J. Manríquez #319",21.149779,-101.6563357,1.0,1.0,Ulises Macías,313.0,37204,21.1497556,-101.6565392,León,La Alameda,None,Gto.,Guanajuato,MX,37204.0,6.0,,EXACT
OCURRE,S/N,CENTRO,42000.0,PACHUCA,HIDALGO,MEXICO,PACHUCA DE SOTO,Hidalgo,Pachuca de Soto,Pachuca de Soto,Centro,Ocurre,S/N,42000.0,Pachuca,20.1243666,-98.7357274,0.3,0.3,Samuel Carro,102.0,42000,20.1192551,-98.7414905,Pachuca de Soto,Centro,None,Hgo.,Hidalgo,MX,42000.0,102.0,,FUZZ
CALLE MORELOS,33,SAN JUAN IXTACALA,54160.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,San Juan Ixtacala,Calle Morelos,33,54160.0,,19.52512,-99.17661,1.0,1.0,Calle Opalo,36.0,54160,19.5284785,-99.1784048,Tlalnepantla,La Joya Ixtacala,None,Méx.,Estado de México,MX,54160.0,3.0,,FUZZ
LA LUZ 1004,D..,ESTRELLA,37266.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Estrella,La Luz,1004 D..,37266.0,,21.12164,-101.65998,0.95,0.8,Calle Polar,405.0,37266,21.1195086,-101.6628135,León,Col. Estrella,None,Gto.,Guanajuato,MX,37266.0,599.0,,FUZZ
AV PAVO REAL MANZANA,LOTE 001 - 015,VILLAS DEL SOL PLUS,77723.0,PLAYA DEL CARMEN,QUINTANA ROO,MEXICO,SOLIDARIDAD,Quintana Roo,Solidaridad,Playa del Carmen,"Villas del Sol ""Plus""",Avenida Pavo Real,Manzana Lote 001 - 015,77723.0,,20.6722871,-87.1155058,0.5,0.5,Avenida Pavo Real,9.0,77723,20.6709839,-87.1165886,Playa del Carmen,Villas del Sol,Villas del Sol,Q.R.,Quintana Roo,MX,77723.0,8.0,,EXACT
OCURRE,S/N,CENTRO,42000.0,PACHUCA,HIDALGO,MEXICO,PACHUCA DE SOTO,Hidalgo,Pachuca de Soto,Pachuca de Soto,Centro,Ocurre,S/N,42000.0,Pachuca,20.1243666,-98.7357274,0.3,0.3,Samuel Carro,102.0,42000,20.1192551,-98.7414905,Pachuca de Soto,Centro,None,Hgo.,Hidalgo,MX,42000.0,102.0,,FUZZ
"PASEO DEL MIRADOR, #121. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: , ",121,LOMAS DEL MIRADOR,76903.0,EL PUEBLITO,QUERETARO,MEXICO,CORREGIDORA,Querétaro,Corregidora,El Pueblito,Lomas del Mirador,Paseo del Mirador,121,76903.0,,20.53892,-100.4045,1.0,1.0,Mirador del Cubilete,113.0,76903,20.5395407,-100.4041982,Candiles,Lomas del Mirador,None,Qro.,Querétaro,MX,76903.0,8.0,,FUZZ
MATAMOROS # 168,0,HEROICA MATAMOROS CENTRO,87300.0,MATAMOROS,TAMAULIPAS,MEXICO,MATAMOROS,Tamaulipas,Matamoros,Matamoros,Heroica Matamoros Centro,Matamoros,168,87300.0,,25.8824394,-97.5045472,1.0,1.0,Matamoros,77.0,87300,25.8822074,-97.5046297,Heroica Matamoros,Zona Centro,None,Tamps.,Tamaulipas,MX,87300.0,91.0,,EXACT
IGNACIO VALLARTA,48,PIE DE LA CASA,60956.0,LAZARO CARDENAS,MICHOACAN,MEXICO,LAZARO CARDENAS,Michoacán de Ocampo,Lázaro Cárdenas,Lázaro Cárdenas,Pie de La Casa,Ignacio Vallarta,48,60956.0,,17.96878,-102.22448,1.0,0.8,Ignacio Vallarta,7.0,60956,17.9688603,-102.2244795,Lázaro Cárdenas,Pie de Casa,None,Mich.,Michoacán,MX,60956.0,41.0,,EXACT
JOSEFA ORTIZ DE DOMINGUEZ NO 5 MOD DPTO 1,SN,LAS PALOMAS,54100.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,Las Palomas,Josefa Ortiz de Domínguez,5,54100.0,Módulo Departamento 1 Sin Número,19.53047,-99.15909,0.95,1.0,Josefa Ortiz de Domínguez,5.0,54100,19.5304281,-99.159085,Tlalnepantla de Baz,Unidad habitacional Unidad Croc Solidaridad,None,Méx.,Estado de México,MX,54100.0,0.0,,EXACT
MARINA NACIONAL 1503,0,BANCARIA,87370.0,MATAMOROS,TAMAULIPAS,MEXICO,MATAMOROS,Tamaulipas,Matamoros,Matamoros,Bancaria,Marina Nacional,1503,87370.0,,25.8563094,-97.505307,1.0,1.0,Bernabé Sosa,27.0,87370,25.862569,-97.4992432,Heroica Matamoros,Roberto F. García,None,Tamps.,Tamaulipas,MX,87370.0,1476.0,,FUZZ
AV MIGUEL BERNARD 473,473,RESIDENCIAL LA ESCALERA,7320.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,GUSTAVO A MADERO,Ciudad de México,Gustavo A. Madero,Ciudad de México,Residencial La Escalera,Avenida Miguel Bernard,473,7320.0,,19.5062838,-99.1360868,1.0,1.0,AVENIDA MIGUEL BERNARD,495.0,7320,19.5072888749,-99.1351202517,,la escalera,,,,,7320.0,22.0,gustavo a. madero,EXACT
AV. RIO SAN PEDRO,301,CIUDAD DELICIAS CENTRO,33000.0,DELICIAS,CHIHUAHUA,MEXICO,DELICIAS,Chihuahua,Delicias,Delicias,Ciudad Delicias Centro,Avenida Río San Pedro,301,33000.0,,28.1954724,-105.4740414,1.0,1.0,Avenida Rio San Pedro Sur,408.0,33000,28.1850237,-105.4735525,Delicias,Sur 1,None,Chih.,Chihuahua,MX,33000.0,107.0,,FUZZ
FERROCARRIL NUMERO 95,-,LOMA BONITA CENTRO,68400.0,LOMA BONITA,OAXACA,MEXICO,LOMA BONITA,Oaxaca,Loma Bonita,Loma Bonita,Loma Bonita Centro,Ferrocarril,95,68400.0,,18.1158923,-95.8738596,0.8,0.8,Ferrocarril,0.0,68400,18.1101884,-95.8821088,Loma Bonita,None,None,Oax.,Oaxaca,MX,68400.0,95.0,,EXACT
CIRCUITO AGUASCALIENTES ORIENTE,121 B,PARQUE INDUSTRIAL VALLE DE AGUASCALIENTES,20358.0,PARQUE INDUSTRIAL VALLE DE AGUASCALIENTES,AGUASCALIENTES,MEXICO,SAN FRANCISCO DE LOS ROMO,Aguascalientes,San Francisco de los Romo,Parque Industrial Valle de Aguascalientes,Parque Industrial Valle de Aguascalientes,Circuito Aguascalientes Oriente,121 B,20358.0,,21.9642578,-102.2781041,1.0,1.0,Circuito del Alba,205.0,20358,21.9784109,-102.2635098,None,None,None,Ags.,Aguascalientes,MX,20358.0,84.0,,FUZZ
"JUAN DE LA BARRERA 100, 1, 06", ,CONDESA,6140.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,CUAUHTEMOC,Ciudad de México,Cuauhtémoc,Ciudad de México,Condesa,Juan de la Barrera,100,6140.0,"1, 06",19.41728,-99.17688,1.0,1.0,JUAN DE LA BARRERA,100.0,6140,19.41722704,-99.17703178,,condesa,,,,,6140.0,0.0,cuauhtemoc,EXACT
AV. TAMAULIPAS # 3193,0,RESIDENCIAL CABAÑAS DE VICTORIA,87025.0,CIUDAD VICTORIA,TAMAULIPAS,MEXICO,VICTORIA,Tamaulipas,Victoria,Ciudad Victoria,Residencial Cabañas de Victoria,Avenida Tamaulipas,3193,87025.0,,23.7591613,-99.1405022,0.8,0.8,Avenida Tamaulipas,3215.0,87025,23.7595371,-99.1401958,Ciudad Victoria,Residencial la Misión,None,Tamps.,Tamaulipas,MX,87025.0,22.0,,EXACT
AV. TAMAULIPAS # 3193,0,RESIDENCIAL CABAÑAS DE VICTORIA,87025.0,CIUDAD VICTORIA,TAMAULIPAS,MEXICO,VICTORIA,Tamaulipas,Victoria,Ciudad Victoria,Residencial Cabañas de Victoria,Avenida Tamaulipas,3193,87025.0,,23.7591613,-99.1405022,0.8,0.8,Avenida Tamaulipas,3215.0,87025,23.7595371,-99.1401958,Ciudad Victoria,Residencial la Misión,None,Tamps.,Tamaulipas,MX,87025.0,22.0,,EXACT
"MEZQUITE, #38 INT: B. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: , REF",38 B,DEL CARMEN,98608.0,GUADALUPE,ZACATECAS,MEXICO,GUADALUPE,Zacatecas,Guadalupe,Guadalupe,Del Carmen,Mezquite,38 B,98608.0,Interior B,22.75004,-102.53581,0.99,1.0,Mezquite,42.0,98608,22.7499197,-102.5356887,Guadalupe,El Carmen,None,Zac.,Zacatecas,MX,98608.0,4.0,,EXACT
5 DE MAYO,439,CORTAZAR CENTRO,38300.0,CORTAZAR,GUANAJUATO,MEXICO,CORTAZAR,Guanajuato,Cortazar,Cortazar,Cortazar Centro,5 De Mayo,439,38300.0,,20.48246,-100.96824,1.0,1.0,5 de Mayo,435.0,38300,20.4825345,-100.968259,Cortazar,Centro,None,Gto.,Guanajuato,MX,38300.0,4.0,,EXACT
GENERAL ANAYA,#236,SAN LUIS DE LA PAZ CENTRO,37900.0,SAN LUIS DE LA PAZ,GUANAJUATO,MEXICO,SAN LUIS DE LA PAZ,Guanajuato,San Luis de la Paz,San Luis de la Paz,San Luis de la Paz Centro,General Anaya,236,37900.0,,21.2945383,-100.5133097,1.0,1.0,General Anaya,35.0,37900,21.295929,-100.514817,San Luis de la Paz,Zona Centro,None,Gto.,Guanajuato,MX,37900.0,201.0,,EXACT
FEDERICO MÉNDEZ,194,LUIS DONALDO COLOSIO,26095.0,PIEDRAS NEGRAS,COAHUILA,MEXICO,PIEDRAS NEGRAS,Coahuila de Zaragoza,Piedras Negras,Piedras Negras,Luis Donaldo Colosio,Federico Méndez,194,26095.0,,28.6425152,-100.5577759,1.0,1.0,Tomas Méndez,153.0,26095,28.6405844,-100.5555814,Piedras Negras,Compositores Mexicanos,None,Coah.,Coahuila de Zaragoza,MX,26095.0,41.0,,FUZZ
OCURRE,.,FRANCISCO I. MADERO (MADERO),86600.0,FRANCISCO I MADERO,TABASCO,MEXICO,PARAISO,Tabasco,Paraíso,Paraíso,Francisco I. Madero (Madero),Ocurre,Sin Número,86600.0,,18.3355555,-93.2069444,0.3,0.3,Och,26.0,86600,18.4133674,-93.211287,Paraíso,Empleados de Confianza de Pemex,None,Tab.,Tabasco,MX,86600.0,26.0,,FUZZ
"CUAUHTÉMOC, #8. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: AV 16 DE S",8,SAN JUAN,52680.0,SAN JUAN,ESTADO DE MEXICO,MEXICO,XALATLACO,México,Xalatlaco,Xalatlaco,San Juan,Cuauhtémoc,8,52680.0,,19.17983,-99.41476,0.99,0.3,Cuautemoc Poniente,12.0,52680,19.1798585,-99.4148843,Santiago Tilapa,San Juan,None,Méx.,Estado de México,MX,52680.0,4.0,,FUZZ
EL SOCORRO,110,CIUDAD MELCHOR MUZQUIZ CENTRO,26340.0,CIUDAD MELCHOR MUZQUIZ,COAHUILA,MEXICO,MUZQUIZ,Coahuila de Zaragoza,Múzquiz,Ciudad Melchor Múzquiz,Ciudad Melchor Múzquiz Centro,El Socorro,110,26340.0,,27.8762526,-101.5145164,1.0,1.0,El Socorro,700.0,26340,27.8718036,-101.5189639,Santa Rosa de Múzquiz,El Socorrito,None,Coah.,Coahuila de Zaragoza,MX,26340.0,590.0,,EXACT
LUIS DONALDO COLOSIO,19,DEL CECYTE,20713.0,ASIENTOS,AGUASCALIENTES,MEXICO,ASIENTOS,Aguascalientes,Asientos,Asientos,Del CECYTE,Luis Donaldo Colosio,19,20713.0,,21.9244299,-102.3095411,0.8,0.8,San Marcos,17.0,20713,22.2421068,-102.0861175,Real de Asientos,None,None,Ags.,Aguascalientes,MX,20713.0,2.0,,FUZZ
CALLE CAPELLA,196,MIRASOL RESIDENCIAL,66647.0,APODACA,NUEVO LEON,MEXICO,APODACA,Nuevo León,Apodaca,Apodaca,Mirasol Residencial,Calle Capella,196,66647.0,,25.7941865,-100.339313,0.8,1.0,Calle Malva,511.0,66647,25.7158817,-100.1558061,Ciudad Apodaca,Hacienda Margaritas 7mo. Sector,None,N.L.,Nuevo León,MX,66647.0,315.0,,FUZZ
CALLE SANTANDER,260,LAS HACIENDAS,89603.0,ALTAMIRA,TAMAULIPAS,MEXICO,ALTAMIRA,Tamaulipas,Altamira,Altamira,Las Haciendas,Calle Santander,260,89603.0,,22.36569,-97.87245,0.99,1.0,Calle Manzano,508.0,89603,22.3960574,-97.8963559,None,Jardines de Arboledas,None,Tamps.,Tamaulipas,MX,89603.0,248.0,,FUZZ
PABLO GOMEZ,409,VETERANOS DE LA REVOLUCION,31074.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,Veteranos de la Revolución,Pablo Gomez,409,31074.0,,28.6080607,-105.9971751,1.0,1.0,Boulevard Juan Pablo II,0.0,31074,28.6237489,-106.0273165,Chihuahua,Robinson,None,Chih.,Chihuahua,MX,31074.0,409.0,,FUZZ
BOLIVIA,7,EJIDOS SAN MIGUEL CHALMA,52928.0,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,MEXICO,ATIZAPAN DE ZARAGOZA,México,Atizapán de Zaragoza,Ciudad Adolfo López Mateos,Ejidos San Miguel Chalma,Bolivia,7,52928.0,,19.60627,-99.23829,1.0,1.0,Bolivia,5.0,52928,19.6063231,-99.2383537,Ciudad López Mateos,Ejido San Miguel Chalma,None,Méx.,Estado de México,MX,52928.0,2.0,,EXACT
16 DE SEPTIEMBRE,EXT: 311,SANTA URSULA CHICONQUIAC,75175.0,SANTA URSULA CHICONQUIAC,PUEBLA,MEXICO,GENERAL FELIPE ANGELES,Puebla,General Felipe Ángeles,Santa Úrsula Chiconquiac,Santa Úrsula Chiconquiac,16 de Septiembre,311,75175.0,,19.0107405,-97.6770318,0.8,0.8,Avenida 2 Poniente,104.0,75175,19.0141009,-97.6765845,Santa Úrsula Chiconquiac,Santa Ursula Chiconquiac,None,Pue.,Puebla,MX,75175.0,207.0,,FUZZ
FUENTE DE ACUEDUCTO,15 CASA B1,LOMAS DE TECAMACHALCO,53950.0,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,MEXICO,NAUCALPAN DE JUAREZ,México,Naucalpan de Juárez,Naucalpan de Juárez,Lomas de Tecamachalco,Fuente de Acueducto,15 Casa B1,53950.0,,19.42255,-99.2349,0.99,1.0,Fuente de Acueducto,15.0,53950,19.42262923,-99.23485637,Naucalpan de Juárez,Lomas de Tecamachalco,None,Méx.,Estado de México,MX,53950.0,0.0,,EXACT
AV FUNDICION 2005,SN,COLINAS DEL RIO,20010.0,AGUASCALIENTES,AGUASCALIENTES,MEXICO,AGUASCALIENTES,Aguascalientes,Aguascalientes,Aguascalientes,Colinas del Río,Avenida Fundición,2005 SN,20010.0,,21.89644,-102.31216,0.99,0.3,Avenida Fundición,1730.0,20010,21.8974516,-102.3128019,Aguascalientes,Olivares Santana,None,Ags.,Aguascalientes,MX,20010.0,275.0,,EXACT
"ZIHUATANEJO GRO., COL. CENTRO, CALLE GUANABANOS #7", ,RABO DE IGUANA,40890.0,ZIHUATANEJO,GUERRERO,MEXICO,ZIHUATANEJO DE AZUETA,Guerrero,Zihuatanejo de Azueta,Zihuatanejo,Zihuatanejo Centro,Calle Guanábanos,7,40890.0,Rabo de Iguana,17.6436252,-101.5555868,1.0,1.0,Calle Rubi,8.0,40890,17.644726,-101.5494048,Zihuatanejo,Centro,None,Gro.,Guerrero,MX,40890.0,1.0,,FUZZ
LEÓN DE LA BARBA Y GMO. MUNRO,SN,ORIENTE,83553.0,PUERTO PEÑASCO,SONORA,MEXICO,PUERTO PEÑASCO,Sonora,Puerto Peñasco,Puerto Peñasco,Oriente,León De La Barba,Y Gmo. Munro SN,83553.0,,31.3263899,-113.516822,0.5,0.3,León de la Barra,150.0,83553,31.3150106,-113.5210072,Puerto Peñasco,Josefa Ortíz de Dominguéz,None,Son.,Sonora,MX,83553.0,150.0,,FUZZ
OCURRE,VER03,VERACRUZ CENTRO,91700.0,VERACRUZ,VERACRUZ,MEXICO,VERACRUZ,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,Veracruz Centro,Ocurre Ver03,,91700.0,,19.173773,-96.1342241,0.5,0.5,Vicente Guerrero,708.0,91700,19.1987198,-96.1445511,Veracruz,Zona Centro,None,Ver.,Veracruz,MX,91700.0,708.0,,FUZZ
CALLE 6 PONIENTE ,EXT:12 A,CHIPILO DE FRANCISCO JAVIER MINA,74325.0,CHIPILO DE FRANCISCO JAVIER MINA,PUEBLA,MEXICO,SAN GREGORIO ATZOMPA,Puebla,San Gregorio Atzompa,Chipilo de Francisco Javier Mina,Chipilo de Francisco Javier Mina,Calle 6 Poniente,12 A,74325.0,,19.00793,-98.32967,1.0,1.0,Calle 5 Poniente,163.0,74325,19.0055701,-98.3336123,San Bernabé Temoxtitla,Centro,None,Pue.,Puebla,MX,74325.0,151.0,,FUZZ
FELIX U. GOMEZ NTE. # 2409 NTE.,0,REFORMA,64550.0,MONTERREY,NUEVO LEON,MEXICO,MONTERREY,Nuevo León,Monterrey,Monterrey,Reforma,Félix U. Gómez Nte.,2409,64550.0,,25.69176,-100.29544,0.98,0.98,Lateral Félix U. Gómez,2828.0,64550,25.6942659,-100.2952456,Monterrey,Reforma,None,N.L.,Nuevo León,MX,64550.0,419.0,,FUZZ
BENITO JUAREZ,9,TOTOLAPA (CRUZ VERDE),94050.0,TOTOLAPA (CRUZ VERDE),VERACRUZ,MEXICO,TOTUTLA,Veracruz de Ignacio de la Llave,Totutla,Totutla,Totolapa (Cruz Verde),Benito Juárez,9,94050.0,,19.2016393,-96.9641141,0.3,0.3,Calle Benito Juárez,33.0,94050,19.2098182,-96.9598432,Totutla,None,None,Ver.,Veracruz,MX,94050.0,24.0,,SUB
CIRCUITO OCOTILLO,1035,LOS ALAMOS,32900.0,JUAN ALDAMA,CHIHUAHUA,MEXICO,ALDAMA,Chihuahua,Aldama,Juan Aldama,Los Álamos,Circuito Ocotillo,1035,32900.0,,28.7661935,-105.9920975,0.8,0.8,Rodolfo Fierro,5.0,32900,28.8360485,-105.9220952,Juan Aldama,Francisco Villa,None,Chih.,Chihuahua,MX,32900.0,1030.0,,FUZZ
CALLE DALIA,373,LAS CAMELINAS,59613.0,ZAMORA DE HIDALGO,MICHOACAN,MEXICO,ZAMORA,Michoacán de Ocampo,Zamora,Zamora de Hidalgo,Las Camelinas,Calle Dalia,373,59613.0,,19.99693,-102.28682,0.95,1.0,Dalia,373.0,59613,19.9967963,-102.2868199,Zamora de Hidalgo,Camelinas,None,Mich.,Michoacán,MX,59613.0,0.0,,FUZZ
CALLE OLIVAR 14,14,TIZAPAN,1090.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,ALVARO OBREGON,Ciudad de México,Álvaro Obregón,Ciudad de México,Tizapán,Calle Olivar,14,1090.0,,19.34058,-99.20527,0.93,0.93,CAMELIA,14.0,1090,19.3341685684,-99.2040983943,,tizapan,,,,,1090.0,0.0,alvaro obregon,FUZZ
ANTONIO BELAN,124,SANTO DOMINGO (FOM. 34),66447.0,SAN NICOLAS DE LOS GARZA,NUEVO LEON,MEXICO,SAN NICOLAS DE LOS GARZA,Nuevo León,San Nicolás de los Garza,San Nicolás de los Garza,Santo Domingo (Fom. 34),Antonio Belan,124,66447.0,,25.74541,-100.25914,0.91,1.0,Avenida Diego Díaz de Berlanga,400.0,66447,25.7303084,-100.2731454,San Nicolás de los Garza,Santo Domingo,None,N.L.,Nuevo León,MX,66447.0,276.0,,FUZZ
CAMELIA,43 INT 1,FLORIDA,1030.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,ALVARO OBREGON,Ciudad de México,Álvaro Obregón,Ciudad de México,Florida,Camelia,43,1030.0,Interior 1,19.36148,-99.18093,1.0,1.0,CAMELIA,43.0,1030,19.3615848481,-99.181190778,,florida,,,,,1030.0,0.0,alvaro obregon,EXACT
AVENIDA DEL ESTADO 124-B,0,TECNOLOGICO,64700.0,MONTERREY,NUEVO LEON,MEXICO,MONTERREY,Nuevo León,Monterrey,Monterrey,Tecnológico,Avenida Del Estado,124-B,64700.0,,25.65107,-100.29298,0.98,0.98,Avenida Del Estado,124.0,64700,25.6511311,-100.2930549,Monterrey,Tecnológico,None,N.L.,Nuevo León,MX,64700.0,0.0,,EXACT
"PRIV. MAESTRO AARON JOAQUIN, #2314. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE",2314,MEXICO 68,75764.0,TEHUACAN,PUEBLA,MEXICO,TEHUACAN,Puebla,Tehuacán,Tehuacán,México 68,Privada Maestro Aarón Joaquín,2314,75764.0,,18.4463431,-97.4140556,0.8,0.8,Segunda Privada Benito Juárez,13.0,75764,18.4543671,-97.4129355,Tehuacán,México,None,Pue.,Puebla,MX,75764.0,2301.0,,FUZZ
SOR JUANA INES DE LA CRUZ 207,SN,NUEVO PROGRESO,89318.0,TAMPICO,TAMAULIPAS,MEXICO,TAMPICO,Tamaulipas,Tampico,Tampico,Nuevo Progreso,Sor Juana Inés de la Cruz,207 SN,89318.0,,22.30972,-97.87943,1.0,0.9,Lázaro Cárdenas,210.0,89318,22.3061783,-97.8808514,Tampico,Nuevo Progreso,None,Tamps.,Tamaulipas,MX,89318.0,3.0,,FUZZ
C DE LA BUFA 929,SN,LAS FUENTES SECCION LOMAS,88703.0,REYNOSA,TAMAULIPAS,MEXICO,REYNOSA,Tamaulipas,Reynosa,Reynosa,Las Fuentes Sección Lomas,Calle De La Bufa,929 SN,88703.0,,26.05488,-98.31856,1.0,0.91,Calle Cerro de La Bufa,1212.0,88703,26.052384,-98.3196601,Reynosa,Las Fuentes Coloniales,None,Tamps.,Tamaulipas,MX,88703.0,283.0,,FUZZ
DOCTOR BOLANOS CACHO 120,SN,BUENOS AIRES,6780.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,CUAUHTEMOC,Ciudad de México,Cuauhtémoc,Ciudad de México,Buenos Aires,Doctor Bolaños Cacho,120 SN,6780.0,,19.40572,-99.14969,0.99,0.99,DOCTOR BOLAÑOS CACHO,16.0,6780,19.40536209,-99.14554968,,buenos aires,,,,,6780.0,104.0,cuauhtemoc,EXACT
MELCHOR OCAMPO,#107,IGUALA DE LA INDEPENDENCIA CENTRO,40000.0,IGUALA,GUERRERO,MEXICO,IGUALA DE LA INDEPENDENCIA,Guerrero,Iguala de la Independencia,Iguala de la Independencia,Iguala de La Independencia Centro,Melchor Ocampo,107,40000.0,,18.34047,-99.53179,1.0,1.0,Calle Melchor Ocampo,98.0,40000,18.3412753,-99.5345175,Iguala de la Independencia,Centro,None,Gro.,Guerrero,MX,40000.0,9.0,,SUB
CERRO SAN MIGUEL 1327 LAS FUENTES SEC LOMAS,SN,LAS FUENTES SECCION LOMAS,88703.0,REYNOSA,TAMAULIPAS,MEXICO,REYNOSA,Tamaulipas,Reynosa,Reynosa,Las Fuentes Sección Lomas,Cerro San Miguel,1327,88703.0,Sin Número,26.0498399,-98.3174525,1.0,1.0,Cerro San Miguel,1308.0,88703,26.0504967,-98.3169927,Reynosa,Las Fuentes Coloniales,None,Tamps.,Tamaulipas,MX,88703.0,19.0,,EXACT
BERNARDO J. GASTELUM,3078,UNIVERSIDAD 94,80058.0,CULIACAN,SINALOA,MEXICO,CULIACAN,Sinaloa,Culiacán,Culiacán,Universidad 94,Bernardo J. Gastélum,3078,80058.0,,24.82805,-107.43154,0.96,0.8,Boulevard De la Luna,0.0,80058,24.8180425,-107.4385191,Culiacán Rosales,Valle Dorado,Ruta del Sol,Sin.,Sinaloa,MX,80058.0,3078.0,,FUZZ
HACIENDA DE 4 CIENEGAS,SN,SAN BUENAVENTURA,56536.0,IXTAPALUCA,ESTADO DE MEXICO,MEXICO,IXTAPALUCA,México,Ixtapaluca,Ixtapaluca,San Buenaventura,Hacienda De 4 Ciénegas,SN,56536.0,,19.3097572,-98.8634303,0.5,0.5,Hacienda Cuatro Ciénegas,44.0,56536,19.30903224,-98.86369228,San Buenaventura,Unidad San Buenaventura,None,Méx.,Estado de México,MX,56536.0,44.0,,FUZZ
12 DE DICIEMBRE,302,LAS NUECES,42849.0,CRUZ AZUL,HIDALGO,MEXICO,TULA DE ALLENDE,Hidalgo,Tula de Allende,Cruz Azul,Las Nueces,12 de Diciembre,302,42849.0,,19.99571,-99.33582,0.98,0.8,18 de Marzo,91.0,42849,19.9894563,-99.3375081,Santa María Ilucan,Santa María Iiúcan,None,Hgo.,Hidalgo,MX,42849.0,211.0,,FUZZ
"PRIV 10 DE MAYO 108.CASA NARANJA,PORTON CAFE",.,VALLE DEL GUADIANA,34166.0,DURANGO,DURANGO,MEXICO,DURANGO,Durango,Durango,Durango,Valle del Guadiana,Privada 10 de Mayo,108,34166.0,"Casa Naranja, Portón Café",24.0139021,-104.6438999,1.0,1.0,Privada Dolores del Río,109.0,34166,24.0167346,-104.6466676,Durango,Valle del Guadiana,None,Dgo.,Durango,MX,34166.0,1.0,,FUZZ
ALFA Y OMEGA #66,-,FOVISSSTE,86389.0,COMALCALCO,TABASCO,MEXICO,COMALCALCO,Tabasco,Comalcalco,Comalcalco,Fovissste,Alfa Y Omega,66,86389.0,,18.25171,-93.22844,0.99,0.8,Agustín Melgar,3.0,86389,18.249242,-93.22811,Comalcalco,Morelos,None,Tab.,Tabasco,MX,86389.0,63.0,,FUZZ
